,text,result
10983,bereavement,-0.000000000000002
10977,berating,-0.000000000000002
57621,manila,-0.000000000000002
93092,tendentious,-0.000000000000002
93100,tenderloin,-0.000000000000002
10961,benz,-0.000000000000002
93130,tennesee,-0.000000000000002
93131,tennesse,-0.000000000000002
10933,benning,-0.000000000000002
78203,replybr,-0.000000000000002
93143,tensecond,-0.000000000000002
10929,bennettbr,-0.000000000000002
78198,replication,-0.000000000000002
10925,benkeis,-0.000000000000002
93098,tenderhearted,-0.000000000000002
23370,cushy,-0.000000000000002
67620,oneupmanship,-0.000000000000002
11043,berliner,-0.000000000000002
92869,teenagersyoung,-0.000000000000002
92875,teenbr,-0.000000000000002
23306,curlybr,-0.000000000000002
78323,rescind,-0.000000000000002
67582,oneshe,-0.000000000000002
92883,teenie,-0.000000000000002
40736,grippingbr,-0.000000000000002
92886,teenish,-0.000000000000002
11134,bessons,-0.000000000000002
78314,rereleases,-0.000000000000002
57714,manqu,-0.000000000000002
92895,teensbr,-0.000000000000002
92896,teenslasher,-0.000000000000002
92899,teentargeted,-0.000000000000002
32361,excomrades,-0.000000000000002
57700,manon,-0.000000000000002
40771,groanbr,-0.000000000000002
57682,mannix,-0.000000000000002
78285,reputable,-0.000000000000002
23342,curtin,-0.000000000000002
78283,repulsively,-0.000000000000002
57665,manna,-0.000000000000002
57643,manji,-0.000000000000002
11180,beswicke,-0.000000000000002
10383,beckhambr,-0.000000000000002
23662,daley,-0.000000000000002
93739,thenthank,-0.000000000000002
56573,lynching,-0.000000000000002
94406,thriteen,-0.000000000000002
77490,reflectionbr,-0.000000000000002
23979,darknessbr,-0.000000000000002
56565,lynchbr,-0.000000000000002
56562,lymph,-0.000000000000002
68068,organizedbr,-0.000000000000002
23986,darkroom,-0.000000000000002
94438,throughline,-0.000000000000002
77477,referential,-0.000000000000002
68059,organiser,-0.000000000000002
68072,organsbr,-0.000000000000002
77469,referencebr,-0.000000000000002
94474,thrustbr,-0.000000000000002
94475,thsi,-0.000000000000002
24005,darlington,-0.000000000000002
9715,barkins,-0.000000000000002
68080,orgazmo,-0.000000000000002
77444,reenter,-0.000000000000002
56482,luster,-0.000000000000002
94523,thunderdome,-0.000000000000002
41738,halfformed,-0.000000000000002
77475,referendum,-0.000000000000002
56579,lynda,-0.000000000000002
94394,thrillerwith,-0.000000000000002
9797,barrowman,-0.000000000000002
56670,macbethbr,-0.000000000000002
77570,regimebr,-0.000000000000002
9880,basher,-0.000000000000002
9874,basesbr,-0.000000000000002
9872,baseness,-0.000000000000002
94293,thousandsbr,-0.000000000000002
56656,macao,-0.000000000000002
94301,thrall,-0.000000000000002
94305,thre,-0.000000000000002
77545,regales,-0.000000000000002
94315,threateningbr,-0.000000000000002
94319,threatsbr,-0.000000000000002
56633,maam,-0.000000000000002
41628,hairdresser,-0.000000000000002
94330,threefour,-0.000000000000002
41630,hairdressing,-0.000000000000002
56624,m4tv,-0.000000000000002
9832,bartons,-0.000000000000002
9824,bartholomew,-0.000000000000002
56608,lyricsthe,-0.000000000000002
94366,thrice,-0.000000000000002
94368,thrifty,-0.000000000000002
41652,haitian,-0.000000000000002
77441,reenforces,-0.000000000000002
41597,haifa,-0.000000000000002
41746,halfheartedbr,-0.000000000000002
94550,thx1138,-0.000000000000002
56306,luddite,-0.000000000000002
94734,timecode,-0.000000000000002
94751,timefiller,-0.000000000000002
9496,bangbr,-0.000000000000002
9495,bangbang,-0.000000000000002
9492,bandy,-0.000000000000002
41880,hallucinogen,-0.000000000000002
94773,timelike,-0.000000000000002
68170,ormondroyd,-0.000000000000002
94793,timepass,-0.000000000000002
56307,lude,-0.000000000000002
24134,davidtzs,-0.000000000000002
56245,luau,-0.000000000000002
41905,haltingly,-0.000000000000002
9448,banalbr,-0.000000000000002
77279,recutting,-0.000000000000002
94816,timesetting,-0.000000000000002
94820,timeshifting,-0.000000000000002
94821,timeshifts,-0.000000000000002
68192,orrykelly,-0.000000000000002
56221,lp,-0.000000000000002
31834,euroexploitation,-0.000000000000002
9455,bananabr,-0.000000000000002
9520,bankable,-0.000000000000002
77323,redfaced,-0.000000000000002
77335,redherrings,-0.000000000000002
24031,darwell,-0.000000000000002
94558,tiananmen,-0.000000000000002
9661,barechested,-0.000000000000002
9659,barebreasted,-0.000000000000002
41757,halflife,-0.000000000000002
24036,darwinism,-0.000000000000002
56450,lupo,-0.000000000000002
9649,bardbr,-0.000000000000002
9646,barcode,-0.000000000000002
41766,halfmillion,-0.000000000000002
24043,dashedbr,-0.000000000000002
77410,reedy,-0.000000000000002
56423,lunchroom,-0.000000000000002
77408,reeducation,-0.000000000000002
94607,tieins,-0.000000000000002
24069,datedbr,-0.000000000000002
94645,tightfitting,-0.000000000000002
94647,tightlipped,-0.000000000000002
94652,tightlypaced,-0.000000000000002
94656,tightness,-0.000000000000002
56354,luhrmanns,-0.000000000000002
56337,lugacy,-0.000000000000002
94713,timea,-0.000000000000002
94546,thusly,-0.000000000000002
7432,arrehman,-0.000000000000002
56672,macbride,-0.000000000000002
23919,dard,-0.000000000000002
10237,bearthe,-0.000000000000002
93907,thickly,-0.000000000000002
10231,bearsbr,-0.000000000000002
41356,guysthere,-0.000000000000002
41359,guythe,-0.000000000000002
23739,damnedbr,-0.000000000000002
10213,beany,-0.000000000000002
77781,relativesbr,-0.000000000000002
93945,thingamajig,-0.000000000000002
23748,damore,-0.000000000000002
23725,damion,-0.000000000000002
23749,damour,-0.000000000000002
41380,gwenneth,-0.000000000000002
93959,thingit,-0.000000000000002
32086,everyway,-0.000000000000002
67878,opinionthere,-0.000000000000002
67879,opinionthis,-0.000000000000002
93970,thingsbut,-0.000000000000002
56953,mady,-0.000000000000002
23766,danbr,-0.000000000000002
56938,madraving,-0.000000000000002
93983,thingsshe,-0.000000000000002
93954,thingi,-0.000000000000002
10247,beastmaster,-0.000000000000002
93894,thickbr,-0.000000000000002
41338,guynextdoor,-0.000000000000002
10368,becausewell,-0.000000000000002
67813,openmindedness,-0.000000000000002
77869,religous,-0.000000000000002
57109,mahmoud,-0.000000000000002
23671,dalla,-0.000000000000002
93752,thenwife,-0.000000000000002
67840,operationbr,-0.000000000000002
41300,gutlevel,-0.000000000000002
57058,magnify,-0.000000000000002
77832,reliability,-0.000000000000002
57055,magnifies,-0.000000000000002
77829,relevation,-0.000000000000002
57046,magnification,-0.000000000000002
93835,therewell,-0.000000000000002
57043,magnier,-0.000000000000002
93842,thermos,-0.000000000000002
41314,guttersnipe,-0.000000000000002
93855,thesinger,-0.000000000000002
41319,gutwrenchingly,-0.000000000000002
93863,thet,-0.000000000000002
10262,beatiful,-0.000000000000002
93881,theythe,-0.000000000000002
93883,theywill,-0.000000000000002
41403,gyllenhaals,-0.000000000000002
56674,maccarthy,-0.000000000000002
93990,thingthere,-0.000000000000002
77736,rejectedbr,-0.000000000000002
94149,thisthere,-0.000000000000002
23865,danky,-0.000000000000002
32011,everpopular,-0.000000000000002
56765,macisaac,-0.000000000000002
94172,thoes,-0.000000000000002
9977,bate,-0.000000000000002
67984,oration,-0.000000000000002
41537,hadly,-0.000000000000002
56733,machinal,-0.000000000000002
31994,evergrowing,-0.000000000000002
94144,thissee,-0.000000000000002
9945,bastardise,-0.000000000000002
94221,thorsen,-0.000000000000002
67995,orbital,-0.000000000000002
41562,hagerthy,-0.000000000000002
41574,hague,-0.000000000000002
9918,basketballbr,-0.000000000000002
77590,registry,-0.000000000000002
68004,orchard,-0.000000000000002
9903,basin,-0.000000000000002
94264,thoughthis,-0.000000000000002
77573,regimen,-0.000000000000002
94219,thoroughlybr,-0.000000000000002
94143,thiss,-0.000000000000002
94139,thisor,-0.000000000000002
10013,batloving,-0.000000000000002
23786,dancesbr,-0.000000000000002
56893,madethis,-0.000000000000002
23799,dandelion,-0.000000000000002
94031,thinkthis,-0.000000000000002
77699,reiners,-0.000000000000002
10094,baxters,-0.000000000000002
56850,maddog,-0.000000000000002
10080,bauman,-0.000000000000002
94072,thirlby,-0.000000000000002
41468,habitant,-0.000000000000002
94083,thirtiesbr,-0.000000000000002
94093,thirtytwo,-0.000000000000002
56834,madan,-0.000000000000002
