,text,result
11225,thursday,0.000031890059671
10303,sickcrew,0.000031896756751
10130,selfupgraded,0.000031896756751
10132,sellmypointssoon,0.000031896756751
4703,earlyconnecting,0.000031896756751
4702,earlybirdmeansnothing,0.000031896756751
10133,sellout,0.000031896756751
4707,earnings,0.000031896756751
4699,earlieror,0.000031896756751
10294,shuck,0.000031896756751
10113,seet,0.000031896756751
10134,semantics,0.000031896756751
4417,directbag,0.000031896756751
4708,earphone,0.000031896756751
4722,ebhset,0.000031896756751
4424,dirt,0.000031896756751
10128,selfinterest,0.000031896756751
10125,selfcheck,0.000031896756751
4695,eager,0.000031896756751
4414,dinosaur,0.000031896756751
10123,selects,0.000031896756751
4713,ease,0.000031896756751
10118,segs,0.000031896756751
10115,seevery,0.000031896756751
10135,semester,0.000031896756751
4720,eatup,0.000031896756751
4415,dinosaurplane,0.000031896756751
10299,si,0.000031896756751
4744,ee,0.000031896756751
4406,diligent,0.000031896756751
4765,elect,0.000031896756751
10076,sdq,0.000031896756751
4767,electrical,0.000031896756751
10319,sill,0.000031896756751
4768,electronic,0.000031896756751
4769,electronics,0.000031896756751
10074,sd,0.000031896756751
10073,scumbag,0.000031896756751
4381,dictionary,0.000031896756751
4772,elevatethey,0.000031896756751
10072,scrum,0.000031896756751
4775,elise,0.000031896756751
10071,scroll,0.000031896756751
10069,screenslousy,0.000031896756751
10078,seabos,0.000031896756751
10067,screensand,0.000031896756751
10066,screening,0.000031896756751
4780,ella,0.000031896756751
10065,screencap,0.000031896756751
4784,elmira,0.000031896756751
4791,emailcall,0.000031896756751
10323,sime,0.000031896756751
4792,emailingcallingdming,0.000031896756751
4793,emailmailtocustomerrelationscom,0.000031896756751
4794,emailscalls,0.000031896756751
4795,emailtext,0.000031896756751
10326,simplify,0.000031896756751
4796,emailtextphone,0.000031896756751
4368,dfwno,0.000031896756751
10056,scoot,0.000031896756751
4380,dickhead,0.000031896756751
10112,seemless,0.000031896756751
4763,elbow,0.000031896756751
4387,diehardvirgin,0.000031896756751
4405,dilemma,0.000031896756751
4727,ecertificate,0.000031896756751
10109,seeampeter,0.000031896756751
10305,sidewhy,0.000031896756751
4403,dignity,0.000031896756751
10312,signin,0.000031896756751
10099,secondly,0.000031896756751
4735,edge,0.000031896756751
4736,edgy,0.000031896756751
4398,diffuse,0.000031896756751
10098,secondary,0.000031896756751
10092,seatstray,0.000031896756751
10091,seatout,0.000031896756751
4396,difficultieswhat,0.000031896756751
10079,seahou,0.000031896756751
4425,dirtiest,0.000031896756751
10090,seatmate,0.000031896756751
10313,signing,0.000031896756751
4747,effective,0.000031896756751
4748,efficencies,0.000031896756751
10087,seatarmrest,0.000031896756751
4751,efficiently,0.000031896756751
10314,signon,0.000031896756751
4391,differ,0.000031896756751
4752,effin,0.000031896756751
10315,signup,0.000031896756751
10084,seasonal,0.000031896756751
10316,sil,0.000031896756751
4756,ege,0.000031896756751
4757,egregious,0.000031896756751
4745,eff,0.000031896756751
10291,shrimp,0.000031896756751
4655,dubai,0.000031896756751
4691,e36,0.000031896756751
4575,dontflyusairways,0.000031896756751
4574,dontflythem,0.000031896756751
4476,disorganise,0.000031896756751
4573,dontdothistome,0.000031896756751
10209,sh,0.000031896756751
4570,donotflywiththem,0.000031896756751
4569,donotflyusair,0.000031896756751
4568,donna,0.000031896756751
4566,donedeal,0.000031896756751
4481,dispatchissue,0.000031896756751
10211,shadier,0.000031896756751
10212,shady,0.000031896756751
4482,displace,0.000031896756751
10213,shaft,0.000031896756751
4561,donaldaroberts1com,0.000031896756751
10266,shortcut,0.000031896756751
4560,don,0.000031896756751
4576,donthavehighhopes,0.000031896756751
4578,dontmakemegooutside,0.000031896756751
10199,sfonew,0.000031896756751
4593,doubletriple,0.000031896756751
4592,doublestandards,0.000031896756751
4590,dothatd,0.000031896756751
10201,sfopdx,0.000031896756751
10202,sfosea,0.000031896756751
10204,sfotobos,0.000031896756751
4467,dishonor,0.000031896756751
10270,shortshorts,0.000031896756751
4584,dooronly,0.000031896756751
10269,shortlyrs,0.000031896756751
4583,doorclose,0.000031896756751
10205,sfoyyj,0.000031896756751
10206,sfoyyz,0.000031896756751
4472,dismiss,0.000031896756751
10207,sg,0.000031896756751
4557,domingo,0.000031896756751
10218,sham,0.000031896756751
10219,shamble,0.000031896756751
4523,divident,0.000031896756751
4522,dividendsmember,0.000031896756751
4515,diverge,0.000031896756751
4497,dissapointment,0.000031896756751
10249,shipping,0.000031896756751
4498,dissaponted,0.000031896756751
4501,dissatisfiedthanks,0.000031896756751
4512,disunite,0.000031896756751
10256,shiz,0.000031896756751
4503,disservice,0.000031896756751
4511,disturb,0.000031896756751
10252,shitshow,0.000031896756751
10254,shittydeal,0.000031896756751
4504,disspointed,0.000031896756751
4507,distress,0.000031896756751
10244,shesaidrun,0.000031896756751
4525,dj,0.000031896756751
4530,dmcome,0.000031896756751
10239,shelf,0.000031896756751
4554,doll,0.000031896756751
4552,doin,0.000031896756751
4551,doi,0.000031896756751
10259,shocker,0.000031896756751
4549,doesntfeellikestatusyet,0.000031896756751
4547,documentation,0.000031896756751
4492,disrespectfully,0.000031896756751
4466,dishonest,0.000031896756751
4542,dobetterjetblue,0.000031896756751
10231,sharp,0.000031896756751
4537,dns,0.000031896756751
4496,dissapointing,0.000031896756751
4536,dmv,0.000031896756751
4535,dmstill,0.000031896756751
10232,shatter,0.000031896756751
10236,sheer,0.000031896756751
10230,sharon,0.000031896756751
4598,doumented,0.000031896756751
4599,dounotwantmybusiness,0.000031896756751
4465,dishearten,0.000031896756751
4441,disaster3345,0.000031896756751
4659,ducttaped,0.000031896756751
4658,duck,0.000031896756751
10280,shouldigetoutandpush,0.000031896756751
4443,disastrous,0.000031896756751
4654,dub,0.000031896756751
10165,servicecare,0.000031896756751
10166,servicedog,0.000031896756751
4444,disbelief,0.000031896756751
4650,dtv,0.000031896756751
4445,discipline,0.000031896756751
10168,servicehaving,0.000031896756751
4647,drunkpilots,0.000031896756751
4446,disclose,0.000031896756751
4447,discnctany,0.000031896756751
10283,shouldwearmasks,0.000031896756751
4662,duecto,0.000031896756751
4667,dullessucks,0.000031896756751
10154,ser,0.000031896756751
10138,sendingposting,0.000031896756751
10290,showup,0.000031896756751
10139,sends,0.000031896756751
10289,showsomerespect,0.000031896756751
10141,sens,0.000031896756751
10288,shower,0.000031896756751
4683,dvt,0.000031896756751
10169,servicelooks,0.000031896756751
4682,dvr,0.000031896756751
10147,sentimental,0.000031896756751
4680,dust,0.000031896756751
4675,dunkin,0.000031896756751
4437,disappointmentyet,0.000031896756751
4674,dungeon,0.000031896756751
4439,disapptment,0.000031896756751
4670,dulleswe,0.000031896756751
4435,disappointedunited,0.000031896756751
4693,ea,0.000031896756751
4644,droppeditoffyet,0.000031896756751
10171,serviceopen,0.000031896756751
10191,sfoaus,0.000031896756751
4615,dpted,0.000031896756751
4611,doyourjob,0.000031896756751
10194,sfoewr,0.000031896756751
10275,shoulda,0.000031896756751
4608,downstairs,0.000031896756751
4459,discuss,0.000031896756751
4607,downright,0.000031896756751
4606,downnnnn,0.000031896756751
4605,downmy,0.000031896756751
4603,downhow,0.000031896756751
10197,sfolax,0.000031896756751
10273,shotwest,0.000031896756751
4463,disguise,0.000031896756751
10271,shortstaffed,0.000031896756751
10277,shouldhavedriven,0.000031896756751
4618,drag,0.000031896756751
10190,sfo2lax,0.000031896756751
4620,drain,0.000031896756751
10279,shouldhaveflownjetblue,0.000031896756751
4641,drone,0.000031896756751
4450,disconnectednew,0.000031896756751
4640,drivermissed,0.000031896756751
10172,servicessomething,0.000031896756751
4636,drinkssnacks,0.000031896756751
4454,discourage,0.000031896756751
4448,discomfort,0.000031896756751
4635,drinksnack,0.000031896756751
4631,drift,0.000031896756751
4629,drench,0.000031896756751
10178,sev,0.000031896756751
10181,severally,0.000031896756751
4455,discourteous,0.000031896756751
4625,dreadful,0.000031896756751
10186,sexually,0.000031896756751
10174,sests,0.000031896756751
10559,spade,0.000031896756751
4909,erie,0.000031896756751
10053,scold,0.000031896756751
5244,fiction,0.000031896756751
5243,fib,0.000031896756751
9765,revert,0.000031896756751
5241,fiancee,0.000031896756751
9766,revieving,0.000031896756751
5236,ffstatusdontmatter,0.000031896756751
9768,revision,0.000031896756751
9769,revisit,0.000031896756751
9763,revers,0.000031896756751
5233,fewdirectflights,0.000031896756751
5231,fete,0.000031896756751
5227,fendforyourself,0.000031896756751
5226,fend4yourself,0.000031896756751
5225,fend4urself,0.000031896756751
5224,fend,0.000031896756751
5219,fehqne,0.000031896756751
5218,feeyou,0.000031896756751
9783,rick,0.000031896756751
9773,reweather,0.000031896756751
9760,reveal,0.000031896756751
5248,fifty,0.000031896756751
9758,reuse,0.000031896756751
9739,retard,0.000031896756751
5284,firstboth,0.000031896756751
5282,firm,0.000031896756751
5281,firevan,0.000031896756751
5280,firefox,0.000031896756751
9741,reticketed,0.000031896756751
9743,retook,0.000031896756751
5277,fiousairways,0.000031896756751
9744,retract,0.000031896756751
5274,fingerscrossed,0.000031896756751
9748,retrn,0.000031896756751
5270,findurgrip,0.000031896756751
5268,findanothergate,0.000031896756751
9750,rett,0.000031896756751
9752,retweet,0.000031896756751
9754,retweets,0.000031896756751
5262,finale,0.000031896756751
5260,fin,0.000031896756751
5257,filter,0.000031896756751
9784,ricky,0.000031896756751
9738,retains,0.000031896756751
9789,ridic,0.000031896756751
9793,ridiculousness,0.000031896756751
5166,farthanks,0.000031896756751
5165,farmy,0.000031896756751
9820,rmoug15,0.000031896756751
5161,farelock,0.000031896756751
5158,farce,0.000031896756751
5156,faq,0.000031896756751
5155,fantasy,0.000031896756751
5151,famous,0.000031896756751
9819,rly,0.000031896756751
9831,roanoke,0.000031896756751
5148,familyand,0.000031896756751
5146,familiar,0.000031896756751
5144,falseadvertising,0.000031896756751
9835,robbedexplain,0.000031896756751
5139,fakesnow,0.000031896756751
5138,fakesincerity,0.000031896756751
5137,fakeawards,0.000031896756751
5133,fairway,0.000031896756751
5149,familyfriends,0.000031896756751
9818,rj145s,0.000031896756751
5169,fasten,0.000031896756751
9817,rivet,0.000031896756751
5207,fedup,0.000031896756751
9794,ridiculousor,0.000031896756751
5205,fedexed,0.000031896756751
5202,feck,0.000031896756751
5200,februaryi,0.000031896756751
5199,februaryfreezefox17,0.000031896756751
9799,rim,0.000031896756751
9801,ringling,0.000031896756751
9803,riot,0.000031896756751
5192,fd,0.000031896756751
5191,fcuk,0.000031896756751
9807,ripoffquick,0.000031896756751
5186,fay,0.000031896756751
5185,faxlike,0.000031896756751
5184,fax,0.000031896756751
9808,ripoffs,0.000031896756751
9814,ritacomo,0.000031896756751
9815,ritz,0.000031896756751
9816,rival,0.000031896756751
9790,ridicule,0.000031896756751
5288,firsttimeflyingwa16mo,0.000031896756751
5290,fiscal,0.000031896756751
9736,retailer,0.000031896756751
5388,flightledrebooked,0.000031896756751
5387,flightledgonna,0.000031896756751
5385,flightleddelayed,0.000031896756751
5384,flightledcannot,0.000031896756751
9691,reservationchange,0.000031896756751
5382,flightlationyou,0.000031896756751
9692,reservationexplain,0.000031896756751
9694,reservationwe,0.000031896756751
5389,flightledthor,0.000031896756751
5378,flightit,0.000031896756751
5375,flighthis,0.000031896756751
5373,flightget,0.000031896756751
5370,flightedstill,0.000031896756751
5369,flightedsnow,0.000031896756751
5368,flightedsent,0.000031896756751
5367,flightedrescheduled,0.000031896756751
5366,flightedmechprobs,0.000031896756751
5364,flightdincompetence,0.000031896756751
5376,flighti,0.000031896756751
5390,flightledtried,0.000031896756751
5391,flightline,0.000031896756751
9688,resent,0.000031896756751
5416,flightstill,0.000031896756751
5415,flightsthis,0.000031896756751
5414,flightstart,0.000031896756751
5412,flightsrefunds,0.000031896756751
9679,reschedulemyflight,0.000031896756751
9680,reschedulereplane,0.000031896756751
5409,flightsdelays,0.000031896756751
5408,flightsairports,0.000031896756751
5407,flights1585and,0.000031896756751
5406,flightrs,0.000031896756751
5405,flightrfor,0.000031896756751
5404,flightrexcept,0.000031896756751
5403,flightrcould,0.000031896756751
9681,reschedules,0.000031896756751
9684,reseat,0.000031896756751
9685,resell,0.000031896756751
5398,flightnever,0.000031896756751
5397,flightness,0.000031896756751
5395,flightn,0.000031896756751
5363,flightdelay,0.000031896756751
5359,flightchange,0.000031896756751
9703,resourcesratings,0.000031896756751
9705,respectful,0.000031896756751
9721,responsiveness,0.000031896756751
9725,restaff,0.000031896756751
5315,flatiron,0.000031896756751
9727,restless,0.000031896756751
5310,flag,0.000031896756751
5309,fla,0.000031896756751
5308,fl382,0.000031896756751
9731,restrm,0.000031896756751
5306,fl1289sfoewr,0.000031896756751
5305,fl1289,0.000031896756751
5303,fkn,0.000031896756751
5302,fking,0.000031896756751
5301,fjbfsc,0.000031896756751
5300,fixyourstuff,0.000031896756751
5299,fixthis,0.000031896756751
5298,fixedcertain,0.000031896756751
9733,restructure,0.000031896756751
5296,fiveword,0.000031896756751
5292,fistfight,0.000031896756751
5325,flexibilitycompassion,0.000031896756751
5130,faire,0.000031896756751
5328,flgjt,0.000031896756751
9718,responsibilitytoo,0.000031896756751
9707,respondi,0.000031896756751
5353,flight919,0.000031896756751
9711,responseall,0.000031896756751
5351,flight850,0.000031896756751
5350,flight838,0.000031896756751
5349,flight7,0.000031896756751
5348,flight6831,0.000031896756751
5347,flight5182,0.000031896756751
5346,flight4592,0.000031896756751
5345,flight424,0.000031896756751
9712,responsedisappointed,0.000031896756751
9713,responseplease,0.000031896756751
5341,flight2149,0.000031896756751
5340,flight2031,0.000031896756751
5339,flight1797,0.000031896756751
5337,flight1407,0.000031896756751
9716,responsetough,0.000031896756751
5335,flight1153,0.000031896756751
5334,flight108,0.000031896756751
5332,flierssomeone,0.000031896756751
10054,scooby,0.000031896756751
9843,robotweeting,0.000031896756751
9844,robyn,0.000031896756751
9984,sarcastically,0.000031896756751
9985,sardine,0.000031896756751
4911,eriord,0.000031896756751
4910,eriewr,0.000031896756751
4367,dfwmke,0.000031896756751
4908,eri,0.000031896756751
4906,erase,0.000031896756751
4905,er,0.000031896756751
4915,errored,0.000031896756751
4904,equivalent,0.000031896756751
4900,equalizer,0.000031896756751
4899,equality,0.000031896756751
4897,eqp,0.000031896756751
4894,epitimeoffail,0.000031896756751
9992,satisfactorily,0.000031896756751
4892,epicfailure,0.000031896756751
9995,satisfy,0.000031896756751
9996,sato,0.000031896756751
9990,satellite,0.000031896756751
4916,erroring,0.000031896756751
4917,erw,0.000031896756751
4918,escalate,0.000031896756751
9957,salvage,0.000031896756751
4955,evasive,0.000031896756751
9958,sam,0.000031896756751
4952,evacuate,0.000031896756751
9962,sameday,0.000031896756751
4945,eticket,0.000031896756751
4943,ethic,0.000031896756751
9968,sandra,0.000031896756751
4939,eternal,0.000031896756751
4938,etd,0.000031896756751
4934,et,0.000031896756751
4933,estplatinumeventually,0.000031896756751
9977,santo,0.000031896756751
9978,sao,0.000031896756751
4925,essence,0.000031896756751
9980,sapphire,0.000031896756751
9981,sarah,0.000031896756751
9983,sarcastic,0.000031896756751
4920,escort,0.000031896756751
4886,eom,0.000031896756751
4958,evening,0.000031896756751
9999,sauna,0.000031896756751
10004,saveface,0.000031896756751
4832,employeeslack,0.000031896756751
4831,employeerelations,0.000031896756751
4830,employeefaceless,0.000031896756751
10033,scary,0.000031896756751
4826,empl,0.000031896756751
4825,emphasize,0.000031896756751
4823,empathizes,0.000031896756751
4822,empathize,0.000031896756751
4833,employeeworking,0.000031896756751
4821,empathetic,0.000031896756751
4816,emoticonsmiley0,0.000031896756751
10040,schd,0.000031896756751
10041,sche,0.000031896756751
10044,schedulecontact,0.000031896756751
4811,emoticoncry,0.000031896756751
10048,schooler,0.000031896756751
10049,schoolgirl,0.000031896756751
10052,scl,0.000031896756751
4819,emotional,0.000031896756751
10031,scareways,0.000031896756751
10030,scareair,0.000031896756751
4844,enemy,0.000031896756751
10007,savethoseseats,0.000031896756751
4874,entertainmnt,0.000031896756751
10008,saveus,0.000031896756751
4871,enters,0.000031896756751
10010,saviour,0.000031896756751
4867,ensue,0.000031896756751
10014,sayas,0.000031896756751
10015,sayget,0.000031896756751
4863,enrage,0.000031896756751
10017,sb,0.000031896756751
4861,enoughisenough,0.000031896756751
4859,enormous,0.000031896756751
10019,sba,0.000031896756751
10020,sbn,0.000031896756751
4855,englishspanish,0.000031896756751
4852,engineer,0.000031896756751
10027,scandal,0.000031896756751
4848,engadget,0.000031896756751
4847,enforcement,0.000031896756751
4880,entrust,0.000031896756751
9951,salad,0.000031896756751
4962,evennotified,0.000031896756751
9949,sailor,0.000031896756751
9879,row7,0.000031896756751
9880,royal,0.000031896756751
5081,extortion,0.000031896756751
5080,extinct,0.000031896756751
5079,extenuate,0.000031896756751
9883,rqstd,0.000031896756751
9886,rsrv,0.000031896756751
5075,exps,0.000031896756751
9877,routinely,0.000031896756751
9888,rswwebsite,0.000031896756751
9892,rtn,0.000031896756751
5066,expireswhy,0.000031896756751
9893,rtrn,0.000031896756751
9894,rtw,0.000031896756751
9896,rub,0.000031896756751
9897,rubbed,0.000031896756751
5057,expens,0.000031896756751
9902,rudelyreturning,0.000031896756751
9891,rtbiah,0.000031896756751
9876,routine,0.000031896756751
5087,extraspeed,0.000031896756751
5088,extravaganza,0.000031896756751
5123,failphone,0.000031896756751
5122,failover,0.000031896756751
5121,failingyourcustomer,0.000031896756751
5120,failback,0.000031896756751
5119,failagain,0.000031896756751
9846,rocif,0.000031896756751
5115,facepalm,0.000031896756751
9854,rodeo,0.000031896756751
9856,rolemodel,0.000031896756751
5109,faail,0.000031896756751
5108,faaaannntastic,0.000031896756751
9858,rollaboard,0.000031896756751
5105,f8neqm,0.000031896756751
5104,f6dk04,0.000031896756751
5102,f6,0.000031896756751
9860,rollerboards,0.000031896756751
9863,rookie,0.000031896756751
9865,roomsthat,0.000031896756751
5094,eyewitness,0.000031896756751
9904,rudeservice,0.000031896756751
5046,exitrow,0.000031896756751
9906,rudestaff,0.000031896756751
9908,ruiningmy,0.000031896756751
9929,sabotage,0.000031896756751
4991,ewk,0.000031896756751
4990,ew,0.000031896756751
4988,evrytime,0.000031896756751
4987,evry,0.000031896756751
4986,evr,0.000031896756751
9931,sac,0.000031896756751
4984,evolve,0.000031896756751
4982,evil,0.000031896756751
4981,evidently,0.000031896756751
4980,evidence,0.000031896756751
9935,saddens,0.000031896756751
9939,safealone,0.000031896756751
9941,safer,0.000031896756751
4970,evermoreroom,0.000031896756751
4969,everleft,0.000031896756751
9947,saidi,0.000031896756751
4965,eventprof,0.000031896756751
9948,sail,0.000031896756751
9926,s4,0.000031896756751
5126,failurethen,0.000031896756751
4995,ewriad,0.000031896756751
4997,ewrord,0.000031896756751
5039,exhorbitantfees,0.000031896756751
5038,exhibit,0.000031896756751
5037,exhaustion,0.000031896756751
9910,rulesshouldbend,0.000031896756751
5033,executiveplatinummeansnothing,0.000031896756751
5027,excusegeez,0.000031896756751
5025,excusable,0.000031896756751
5024,excruciatingly,0.000031896756751
5022,exclusive,0.000031896756751
5019,exchangecredit,0.000031896756751
5017,excess,0.000031896756751
9916,runnin,0.000031896756751
5015,exceptionally,0.000031896756751
9919,rus,0.000031896756751
5007,exboyfriend,0.000031896756751
5006,exasperate,0.000031896756751
5004,exam,0.000031896756751
5001,exacerbates,0.000031896756751
4998,ewrpdx,0.000031896756751
4996,ewrmco,0.000031896756751
10332,sine,0.000031896756751
4234,delayedagainevery,0.000031896756751
4363,devs,0.000031896756751
3523,clarion,0.000031896756751
10821,sugar,0.000031896756751
10824,suggests,0.000031896756751
3517,cl,0.000031896756751
3516,ckin,0.000031896756751
10829,suitshirts,0.000031896756751
3514,citystrangeand,0.000031896756751
3513,citynot,0.000031896756751
10819,sufficiently,0.000031896756751
10830,sukhdeep,0.000031896756751
3508,circulation,0.000031896756751
3507,circuit,0.000031896756751
3505,cinnabons,0.000031896756751
3504,cincyjust,0.000031896756751
