,text,result
8371,az,0.000000012567872
60462,rustic,0.000000012567872
31100,goon,0.000000012567872
63449,shutterbug,0.000000012567872
24051,eldest,0.000000012567872
18794,cubic,0.000000012567872
35872,inadvertently,0.000000012567872
76440,weirdness,0.000000012567872
5054,ahem,0.000000012567872
39895,lactation,0.000000012567872
4867,afterthought,0.000000012567872
78355,xxl,0.000000012567872
63334,showcase,0.000000015306209
17497,converse,0.000000025140351
62528,seriousness,0.000000025140351
57700,reckless,0.000000025140351
65946,spotty,0.000000025140351
12368,budding,0.000000025140351
59558,rightfully,0.000000025140351
28656,formerly,0.000000025140351
73074,underpowered,0.000000025140351
54989,preschooler,0.000000025140351
67410,stylist,0.000000025140351
67156,stretchy,0.000000025140351
12110,broil,0.000000025140351
13981,caters,0.000000025140351
74097,usability,0.000000025140351
18043,courageous,0.000000025140351
18297,craze,0.000000037717438
54351,possess,0.000000037717438
59320,revisit,0.000000037717438
36261,infact,0.000000037717438
73869,unused,0.000000042242342
73103,understatement,0.000000042242342
21476,discern,0.000000042242342
50750,outing,0.000000048638792
14604,chariot,0.000000048638792
72960,unconventional,0.000000048638792
1456,212,0.000000048638792
77399,wishlist,0.000000048638792
24789,enrage,0.000000048638792
8155,availible,0.000000048638792
58554,renaissance,0.000000048638792
1343,2008,0.000000048638792
46898,mush,0.000000048638792
54027,pollution,0.000000048638792
50834,outsider,0.000000048638792
73043,undergo,0.000000048638792
14210,celebs,0.000000048638792
50300,oprahs,0.000000048638792
4648,advert,0.000000048638792
65884,spontaneously,0.000000048638792
58313,rejection,0.000000048638792
45664,mobility,0.000000048638792
5135,airflow,0.000000048638792
33913,highspeed,0.000000048638792
34502,hopped,0.000000048638792
49068,numeral,0.000000048638792
40367,layman,0.000000048638792
49259,obligatory,0.000000048638792
63207,shootout,0.000000048638792
17211,conserve,0.000000048638792
62025,sega,0.000000048638792
44028,meand,0.000000048638792
24919,envious,0.000000048638792
66126,squishy,0.000000048638792
39204,kiddy,0.000000048638792
29037,freeware,0.000000048638792
41415,listening,0.000000048638792
4521,admiration,0.000000048638792
43378,marketable,0.000000048638792
8414,ba,0.000000048638792
64067,skincare,0.000000048638792
38463,jose,0.000000048638792
19813,decease,0.000000048638792
69155,teabags,0.000000048638792
36491,injure,0.000000048638792
26360,eyeglass,0.000000048638792
70164,thirdparty,0.000000048638792
39196,kiddie,0.000000048638792
8246,awaits,0.000000048638792
54843,preform,0.000000048638792
16079,coffe,0.000000048638792
46396,mousse,0.000000048638792
18931,currency,0.000000048638792
45467,mismatch,0.000000048638792
47487,nebraska,0.000000048638792
65366,soundly,0.000000048638792
10325,billion,0.000000048638792
28818,foward,0.000000048638792
14767,cheesey,0.000000048638792
20777,detract,0.000000050299141
16540,commonly,0.000000062885456
51106,oversized,0.000000083972045
7287,arrives,0.000000084540159
51162,overweight,0.000000097300578
57730,recognizes,0.000000097300578
15785,clipped,0.000000097300578
21407,disappears,0.000000097300578
7886,auction,0.000000097300578
24108,elegance,0.000000097300578
46896,museum,0.000000097300578
44090,mechanically,0.000000097300578
16623,compassion,0.000000097300578
36871,interactive,0.000000111472783
62357,senior,0.000000128633081
162,1015,0.000000128633081
71547,trait,0.000000145985373
55669,prominent,0.000000145985373
66315,standpoint,0.000000145985373
21662,dismay,0.000000177327940
33380,heft,0.000000177327940
57725,recognizable,0.000000177327940
23975,eighty,0.000000177327940
73555,unnecessarily,0.000000180243718
35708,imperfection,0.000000180243718
1375,2030,0.000000180243718
29090,freshly,0.000000180243718
46800,multitude,0.000000180243718
51461,palatable,0.000000180243718
68350,sw,0.000000180243718
75597,wa,0.000000180243718
51164,overwhelmed,0.000000181003689
4820,aforementioned,0.000000181003689
63759,simultaneously,0.000000181003689
30267,genuinely,0.000000181003689
2620,5000,0.000000181003689
34960,hummer,0.000000201307681
61278,scarce,0.000000201307681
34636,hostile,0.000000201307681
22861,drywall,0.000000201307681
43539,massacre,0.000000201307681
2789,599,0.000000201307681
53088,pickmeup,0.000000201307681
57423,realistically,0.000000201307681
36887,interchangeable,0.000000201307681
18237,cramped,0.000000201307681
57301,rb,0.000000201307681
33254,hearted,0.000000201307681
21655,dislodge,0.000000201307681
28136,fling,0.000000201307681
71258,torment,0.000000201307681
4097,accross,0.000000201307681
72022,troublesome,0.000000201307681
11973,brightest,0.000000201307681
3398,83,0.000000201307681
58988,respectively,0.000000201307681
69942,ther,0.000000238056344
67984,superlative,0.000000238056344
11014,bog,0.000000238056344
40946,liberate,0.000000238056344
55322,proactive,0.000000238056344
21733,displeased,0.000000238056344
54218,populate,0.000000238056344
59047,restless,0.000000238056344
66746,stiller,0.000000238056344
41285,linen,0.000000238056344
55409,proceeding,0.000000238056344
5157,airplay,0.000000238056344
10813,blouse,0.000000238056344
70345,threatens,0.000000238056344
35811,improbable,0.000000238056344
21663,dismayed,0.000000238056344
33202,heals,0.000000238056344
75732,walkthrough,0.000000238056344
1520,22nd,0.000000238056344
72660,ui,0.000000238056344
58960,resonance,0.000000238056344
58518,remnant,0.000000238056344
51097,overshadow,0.000000238056344
29453,fulltime,0.000000238056344
59692,rite,0.000000238056344
78479,yearly,0.000000238056344
75110,vigorous,0.000000238056344
15635,cleanly,0.000000238056344
29489,fundamentally,0.000000238056344
12073,broadband,0.000000238056344
2957,63,0.000000238056344
19957,deepest,0.000000238056344
6065,amy,0.000000238056344
16317,colossal,0.000000238056344
77008,whomever,0.000000238056344
11456,boulder,0.000000238056344
11306,borderline,0.000000238056344
50922,overboard,0.000000238056344
49268,oblivious,0.000000238056344
67623,successor,0.000000238056344
61094,saturn,0.000000238056344
59700,ritual,0.000000238056344
54855,pregnant,0.000000239656589
75938,wary,0.000000260010469
67202,strive,0.000000260010469
54988,preschool,0.000000260010469
29653,fyi,0.000000260010469
54694,pre,0.000000260010469
66438,starve,0.000000260010469
63596,significantly,0.000000261137076
4881,agai,0.000000298576768
66766,stimulate,0.000000298576768
78576,yield,0.000000298576768
48820,noticable,0.000000298576768
35234,ia,0.000000317231712
49376,occurence,0.000000317231712
35135,hygrometer,0.000000317231712
9095,baseline,0.000000317231712
58126,refusal,0.000000317231712
49563,offspring,0.000000317231712
27643,finei,0.000000317231712
31028,goodi,0.000000317231712
78478,yearlong,0.000000317231712
72636,ugg,0.000000317231712
8776,ballerina,0.000000317231712
52626,persevere,0.000000317231712
18248,cranium,0.000000317231712
77228,wimp,0.000000317231712
27938,flamingo,0.000000317231712
52633,persistence,0.000000317231712
39136,keystroke,0.000000317231712
49324,obstruction,0.000000317231712
20699,destructable,0.000000317231712
8901,banshee,0.000000317231712
58225,rehabilitation,0.000000317231712
27924,flakey,0.000000317231712
13416,capabilites,0.000000317231712
27739,firetruck,0.000000317231712
20637,desmond,0.000000317231712
63801,singersongwriter,0.000000317231712
72834,unbelieveable,0.000000317231712
20763,detest,0.000000317231712
49579,offwhite,0.000000317231712
69365,telegram,0.000000317231712
27905,flack,0.000000317231712
70211,thisit,0.000000317231712
72570,tyson,0.000000317231712
35909,incarnate,0.000000317231712
35858,inaccessible,0.000000317231712
2360,40gb,0.000000317231712
35832,improvment,0.000000317231712
35829,improvised,0.000000317231712
29219,frolic,0.000000317231712
37118,intricately,0.000000317231712
30222,genial,0.000000317231712
52135,peal,0.000000317231712
10850,bluegreen,0.000000317231712
18890,cuppa,0.000000317231712
30259,gentleness,0.000000317231712
10806,blotch,0.000000317231712
71343,touchstone,0.000000317231712
29007,freehand,0.000000317231712
51016,overjoyed,0.000000317231712
71347,touchups,0.000000317231712
19303,damsel,0.000000317231712
57227,rationalize,0.000000317231712
64754,snowy,0.000000317231712
64748,snowflake,0.000000317231712
50935,overcomes,0.000000317231712
12653,burp,0.000000317231712
35738,implicate,0.000000317231712
51239,ozs,0.000000317231712
56313,purifier,0.000000317231712
36382,informer,0.000000317231712
70377,threshold,0.000000317231712
18108,covertocover,0.000000317231712
56594,quark,0.000000317231712
36445,inhabitant,0.000000317231712
36463,inhumanity,0.000000317231712
70542,tiein,0.000000317231712
65775,spilt,0.000000317231712
36571,inordinate,0.000000317231712
11626,brag,0.000000317231712
29449,fullsized,0.000000317231712
51499,palpable,0.000000317231712
51951,pathway,0.000000317231712
35995,inconsistant,0.000000317231712
12353,buckling,0.000000317231712
65183,sonyericsson,0.000000317231712
70855,tj,0.000000317231712
11303,bordering,0.000000317231712
12401,buffing,0.000000317231712
78595,yoda,0.000000317231712
18847,cultivate,0.000000317231712
65839,splice,0.000000317231712
70686,timesaver,0.000000317231712
64701,snipe,0.000000317231712
50894,overabundance,0.000000317231712
52186,pedantic,0.000000317231712
29966,garnet,0.000000317231712
9777,believeable,0.000000317231712
50184,openminded,0.000000317231712
64283,slicker,0.000000317231712
64257,sleeved,0.000000317231712
9611,befor,0.000000317231712
72232,turbine,0.000000317231712
36209,indy,0.000000317231712
13135,callus,0.000000317231712
38432,jolt,0.000000317231712
35535,illustrious,0.000000317231712
38480,jotting,0.000000317231712
72347,tweaked,0.000000317231712
49955,oneofakind,0.000000317231712
49938,oneit,0.000000317231712
1522,230,0.000000317231712
30724,gloppy,0.000000317231712
72422,twister,0.000000317231712
17366,contestant,0.000000317231712
57913,redevelop,0.000000317231712
36274,infantry,0.000000317231712
49790,olivier,0.000000317231712
77213,willpower,0.000000317231712
72047,trudge,0.000000317231712
50248,opinon,0.000000317231712
9868,bendy,0.000000317231712
65998,sprinkler,0.000000317231712
57351,readability,0.000000317231712
2320,40000,0.000000317231712
19504,daugther,0.000000317231712
71624,transgression,0.000000317231712
10388,biopic,0.000000317231712
30387,gfunk,0.000000317231712
50658,otto,0.000000317231712
10363,bio,0.000000317231712
57438,reall,0.000000317231712
10302,bikers,0.000000317231712
77028,wht,0.000000317231712
2313,3yearold,0.000000317231712
57490,reapplying,0.000000317231712
18109,coverup,0.000000317231712
64568,smokin,0.000000317231712
28524,forbids,0.000000317231712
66119,squirmy,0.000000317231712
35592,imbed,0.000000317231712
71945,trippy,0.000000317231712
598,13yearold,0.000000317231712
38189,jerusalem,0.000000317231712
57605,reccommended,0.000000317231712
63964,sizable,0.000000317231712
64572,smolder,0.000000317231712
24341,embroidery,0.000000317231712
59352,rewatch,0.000000317231712
68394,swayed,0.000000317231712
22527,doyle,0.000000317231712
61313,scathing,0.000000317231712
42072,lovingly,0.000000317231712
60435,rupert,0.000000317231712
47534,neds,0.000000317231712
74629,veal,0.000000317231712
25958,exhilarate,0.000000317231712
14678,cheadle,0.000000317231712
55016,preservation,0.000000317231712
41958,lotto,0.000000317231712
23775,edmund,0.000000317231712
45856,momentarily,0.000000317231712
42210,lubrication,0.000000317231712
78397,yale,0.000000317231712
74779,veranda,0.000000317231712
54233,porcupine,0.000000317231712
24930,environmentalist,0.000000317231712
42299,lumber,0.000000317231712
23624,eccentricity,0.000000317231712
33648,heroism,0.000000317231712
44086,mech,0.000000317231712
1943,30mm,0.000000317231712
6053,amt,0.000000317231712
16552,communicates,0.000000317231712
68412,sweden,0.000000317231712
16672,competitively,0.000000317231712
6892,approachable,0.000000317231712
26339,exudes,0.000000317231712
23964,eighteen,0.000000317231712
59307,reviewsi,0.000000317231712
53385,pixar,0.000000317231712
297,11000,0.000000317231712
4621,advantageous,0.000000317231712
23408,eared,0.000000317231712
62464,sequal,0.000000317231712
6593,anton,0.000000317231712
45685,mockingbird,0.000000317231712
16576,compactness,0.000000317231712
54706,preassemble,0.000000317231712
6754,apollo,0.000000317231712
6745,aplomb,0.000000317231712
34010,hinderance,0.000000317231712
61279,scarcely,0.000000317231712
41845,looney,0.000000317231712
2579,4pack,0.000000317231712
74449,valiant,0.000000317231712
6635,anyon,0.000000317231712
6776,apparantly,0.000000317231712
62118,selfcontrol,0.000000317231712
73096,understanding,0.000000317231712
75739,wallace,0.000000317231712
25107,ergonomically,0.000000317231712
15122,chomp,0.000000317231712
75292,visualization,0.000000317231712
16301,colorless,0.000000317231712
5523,allocate,0.000000317231712
46251,moscow,0.000000317231712
46626,muchneeded,0.000000317231712
46613,muchas,0.000000317231712
25220,eschews,0.000000317231712
75336,vivendi,0.000000317231712
43199,manuever,0.000000317231712
43451,marthas,0.000000317231712
25206,escapade,0.000000317231712
75383,vocally,0.000000317231712
61591,scoundrel,0.000000317231712
75556,vulgarity,0.000000317231712
75437,volcanic,0.000000317231712
33187,headshot,0.000000317231712
33170,headon,0.000000317231712
46293,motherhood,0.000000317231712
43720,maude,0.000000317231712
46406,mouthpiece,0.000000317231712
33209,healthful,0.000000317231712
25309,estatic,0.000000317231712
5620,alohabob,0.000000317231712
75232,virtuosity,0.000000317231712
15491,clam,0.000000317231712
75701,wakeup,0.000000317231712
60382,ruling,0.000000317231712
47210,namesake,0.000000317231712
14881,chia,0.000000317231712
62081,selects,0.000000317231712
32969,hatchet,0.000000317231712
62071,selectable,0.000000317231712
5774,alzheimers,0.000000317231712
33481,helplessly,0.000000317231712
1090,1957,0.000000317231712
32066,gunn,0.000000317231712
53849,pocketbook,0.000000317231712
5048,aha,0.000000317231712
67280,stubbornly,0.000000317231712
33416,heisman,0.000000317231712
61956,securly,0.000000317231712
54865,prehistoric,0.000000317231712
23016,duly,0.000000317231712
25354,etcbut,0.000000317231712
61906,seclude,0.000000317231712
76693,westerner,0.000000317231712
43089,maneuvering,0.000000317231712
16681,compiler,0.000000317231712
26410,f11,0.000000317231712
16225,collectively,0.000000317231712
45642,mmmm,0.000000317231712
52990,photoshopped,0.000000317231712
44940,midlife,0.000000317231712
48651,noob,0.000000317231712
44937,midler,0.000000317231712
76417,weightlifter,0.000000317231712
14072,cayman,0.000000317231712
44926,midget,0.000000317231712
4008,acceptably,0.000000317231712
24533,encouragement,0.000000317231712
21491,disclosure,0.000000317231712
73673,unrefined,0.000000317231712
66832,stodgy,0.000000317231712
60703,saftey,0.000000317231712
63074,shinier,0.000000317231712
32401,halfdozen,0.000000317231712
26882,farthest,0.000000317231712
1235,1it,0.000000317231712
63024,sherpa,0.000000317231712
63000,shelve,0.000000317231712
4066,accomplice,0.000000317231712
55475,producti,0.000000317231712
40824,letterboxed,0.000000317231712
70280,thorougly,0.000000317231712
68812,takeoff,0.000000317231712
24364,emerson,0.000000317231712
34935,hume,0.000000317231712
17133,connecticut,0.000000317231712
24326,embitter,0.000000317231712
45128,mime,0.000000317231712
67460,subdivision,0.000000317231712
34818,hsn,0.000000317231712
8199,avert,0.000000317231712
3881,abovementioned,0.000000317231712
34637,hostility,0.000000317231712
63407,shrivel,0.000000317231712
17060,conforms,0.000000317231712
67466,subfolders,0.000000317231712
31134,gorgeously,0.000000317231712
76474,wellbeing,0.000000317231712
52881,phishing,0.000000317231712
45035,mildew,0.000000317231712
15850,closeout,0.000000317231712
24178,elisha,0.000000317231712
16872,conceivable,0.000000317231712
68899,tampa,0.000000317231712
40841,leukemia,0.000000317231712
63089,shions,0.000000317231712
26473,fabricate,0.000000317231712
21743,disposition,0.000000317231712
15727,clics,0.000000317231712
22098,dogmatic,0.000000317231712
54322,posh,0.000000317231712
48118,nintendos,0.000000317231712
16721,completley,0.000000317231712
54685,prayed,0.000000317231712
7059,areal,0.000000317231712
55358,proble,0.000000317231712
44725,mf,0.000000317231712
4511,administer,0.000000317231712
24741,enlightenment,0.000000317231712
41358,lipglosses,0.000000317231712
44663,meticulously,0.000000317231712
48149,nitpicky,0.000000317231712
7458,ashlee,0.000000317231712
59133,retention,0.000000317231712
24772,enoughi,0.000000317231712
41315,linguistic,0.000000317231712
26753,fani,0.000000317231712
62688,sexiest,0.000000317231712
14344,ceylon,0.000000317231712
76338,wedgie,0.000000317231712
4324,acura,0.000000317231712
26727,fanbase,0.000000317231712
55331,probability,0.000000317231712
4156,achingly,0.000000317231712
73795,unstuck,0.000000317231712
26733,fancier,0.000000317231712
44802,micky,0.000000317231712
48268,nokias,0.000000317231712
40994,liek,0.000000317231712
22071,doest,0.000000317231712
25869,exclusively,0.000000355363446
14692,cheapest,0.000000357546531
17021,confess,0.000000374087030
33383,hefty,0.000000402741622
46825,mundane,0.000000402741622
4049,accommodate,0.000000402741622
17995,counterfeit,0.000000455443149
15995,coastline,0.000000455443149
15989,coarseness,0.000000455443149
15973,coached,0.000000455443149
17861,cosas,0.000000455443149
18119,cowardly,0.000000455443149
16093,coffeethe,0.000000455443149
65687,speical,0.000000455443149
16197,collapsable,0.000000455443149
67355,stupider,0.000000455443149
17871,cosleeping,0.000000455443149
16117,cognition,0.000000455443149
16022,cobys,0.000000455443149
65848,splitsecond,0.000000455443149
16111,cofounder,0.000000455443149
2629,500gb,0.000000455443149
17942,cottonpolyester,0.000000455443149
16042,cocky,0.000000455443149
16058,codecs,0.000000455443149
18060,coursethe,0.000000455443149
17919,cosumers,0.000000455443149
65890,spook,0.000000455443149
16071,coerce,0.000000455443149
77516,wobly,0.000000455443149
18010,counterweight,0.000000455443149
67278,stubbly,0.000000455443149
65725,sperm,0.000000455443149
77376,wirey,0.000000455443149
16103,coffer,0.000000455443149
67321,stuffit,0.000000455443149
16139,coincide,0.000000455443149
65828,splat,0.000000455443149
65814,spittin,0.000000455443149
16035,cocked,0.000000455443149
17900,costcos,0.000000455443149
16143,coincidently,0.000000455443149
67238,strongman,0.000000455443149
66455,stategy,0.000000455443149
66108,squid,0.000000455443149
17842,corse,0.000000455443149
16833,computerthe,0.000000455443149
16822,computergenerated,0.000000455443149
66371,stari,0.000000455443149
17329,containment,0.000000455443149
66732,stiffed,0.000000455443149
66739,stiga,0.000000455443149
66352,starcrossed,0.000000455443149
16789,comprehensiveness,0.000000455443149
66336,stapps,0.000000455443149
16785,comprehensible,0.000000455443149
17364,contessa,0.000000455443149
66333,stapler,0.000000455443149
66767,stimulates,0.000000455443149
66790,stipe,0.000000455443149
17373,contextually,0.000000455443149
17383,continous,0.000000455443149
2495,47th,0.000000455443149
16720,completists,0.000000455443149
66804,stirrup,0.000000455443149
66817,stockbroker,0.000000455443149
16695,compleatly,0.000000455443149
16837,comrade,0.000000455443149
2493,4799,0.000000455443149
66705,stiched,0.000000455443149
2508,484,0.000000455443149
17135,connectingdisconnecting,0.000000455443149
66420,startes,0.000000455443149
66497,statler,0.000000455443149
17120,conked,0.000000455443149
17223,consignment,0.000000455443149
66398,starscream,0.000000455443149
66517,stawberries,0.000000455443149
2532,49mhz,0.000000455443149
17085,conga,0.000000455443149
17264,constantine,0.000000455443149
17056,conformation,0.000000455443149
66381,starless,0.000000455443149
17004,conector,0.000000455443149
16982,conditon,0.000000455443149
16964,condenses,0.000000455443149
17293,constructionwhich,0.000000455443149
16949,conculsion,0.000000455443149
66657,steriotypical,0.000000455443149
17296,constuction,0.000000455443149
2549,4door,0.000000455443149
77466,wittiness,0.000000455443149
17304,consumables,0.000000455443149
16229,colleen,0.000000455443149
77478,wk,0.000000455443149
66289,standardbearer,0.000000455443149
16375,combonations,0.000000455443149
16361,combed,0.000000455443149
16358,combative,0.000000455443149
66057,squabble,0.000000455443149
67106,streamclip,0.000000455443149
67111,streamofconsciousness,0.000000455443149
67116,streching,0.000000455443149
17766,corniest,0.000000455443149
2598,4wheeler,0.000000455443149
67134,strenghten,0.000000455443149
2605,4x4s,0.000000455443149
17783,corolla,0.000000455443149
65986,springiness,0.000000455443149
2606,4x5,0.000000455443149
65968,spreader,0.000000455443149
16314,colortreated,0.000000455443149
16290,colorfast,0.000000455443149
67163,strickly,0.000000455443149
67172,strife,0.000000455443149
16247,collimation,0.000000455443149
17836,corrosive,0.000000455443149
16392,comedienne,0.000000455443149
17405,contortion,0.000000455443149
17687,cor,0.000000455443149
67006,straigh,0.000000455443149
16693,complant,0.000000455443149
66240,staid,0.000000455443149
17503,convertable,0.000000455443149
17509,convex,0.000000455443149
66903,stor,0.000000455443149
66910,storeand,0.000000455443149
17524,convienient,0.000000455443149
66936,stork,0.000000455443149
66190,stabilisation,0.000000455443149
66167,ssid,0.000000455443149
16550,commune,0.000000455443149
66950,storyand,0.000000455443149
66958,storyi,0.000000455443149
17588,cooledit,0.000000455443149
66131,sr1,0.000000455443149
16509,commercialize,0.000000455443149
17649,copiously,0.000000455443149
66110,squier,0.000000455443149
2586,4runner,0.000000455443149
16497,commenter,0.000000455443149
2474,45rpm,0.000000455443149
17656,copped,0.000000455443149
16871,conceited,0.000000455443149
2279,3pm,0.000000455443149
65626,specificity,0.000000455443149
22595,draper,0.000000455443149
22585,dramatization,0.000000455443149
22584,dramatist,0.000000455443149
62266,semicircle,0.000000455443149
22547,dpreview,0.000000455443149
62295,semilow,0.000000455443149
22513,downthere,0.000000455443149
62315,semiserious,0.000000455443149
62332,sems,0.000000455443149
22443,dour,0.000000455443149
62367,senor,0.000000455443149
22395,doublecrossing,0.000000455443149
62434,sentra,0.000000455443149
62445,seperating,0.000000455443149
22302,doorthe,0.000000455443149
2074,34s,0.000000455443149
62452,sephoracom,0.000000455443149
62239,selma,0.000000455443149
62453,sephoras,0.000000455443149
62193,selfreliance,0.000000455443149
22671,dresden,0.000000455443149
62049,seinfelds,0.000000455443149
22796,drs,0.000000455443149
22788,drought,0.000000455443149
62105,selfcleaning,0.000000455443149
2028,32mp,0.000000455443149
2029,32oz,0.000000455443149
62108,selfconcious,0.000000455443149
62110,selfconfidence,0.000000455443149
22763,droop,0.000000455443149
22756,droid,0.000000455443149
62125,selfdeprecating,0.000000455443149
2037,3307,0.000000455443149
62138,selfexpression,0.000000455443149
22729,drivein,0.000000455443149
62150,selfindulgence,0.000000455443149
22712,drinkwell,0.000000455443149
62180,selfprofessed,0.000000455443149
22659,dredge,0.000000455443149
2077,34x,0.000000455443149
22278,doomsday,0.000000455443149
22260,doodad,0.000000455443149
62935,shawshank,0.000000455443149
21698,dispassionate,0.000000455443149
21669,dismissal,0.000000455443149
2125,3600,0.000000455443149
21608,dishsoap,0.000000455443149
63028,sherwood,0.000000455443149
63057,shimano,0.000000455443149
21572,disenchant,0.000000455443149
21541,discretionary,0.000000455443149
63108,shippinghandling,0.000000455443149
63109,shippingno,0.000000455443149
63113,shippment,0.000000455443149
63114,shippng,0.000000455443149
63115,shippped,0.000000455443149
21513,discontinues,0.000000455443149
21496,discoesque,0.000000455443149
21471,disburse,0.000000455443149
62914,shatner,0.000000455443149
62869,shaqs,0.000000455443149
62868,shaq,0.000000455443149
21792,dissection,0.000000455443149
62482,sequoia,0.000000455443149
2082,35000,0.000000455443149
2083,350000,0.000000455443149
62487,serbia,0.000000455443149
22243,donny,0.000000455443149
62516,serioulsy,0.000000455443149
22192,domine,0.000000455443149
62536,sermonize,0.000000455443149
62038,segundo,0.000000455443149
22139,dolittle,0.000000455443149
22058,doer,0.000000455443149
62661,sevenyear,0.000000455443149
21911,divisive,0.000000455443149
62806,shamble,0.000000455443149
21835,distorion,0.000000455443149
21834,distored,0.000000455443149
77713,workaday,0.000000455443149
62850,shankar,0.000000455443149
62601,setit,0.000000455443149
21461,disastrously,0.000000455443149
22878,dsct9,0.000000455443149
22925,duallens,0.000000455443149
61115,saunders,0.000000455443149
61123,sauteed,0.000000455443149
61132,savannah,0.000000455443149
24005,ejoyed,0.000000455443149
24002,ej,0.000000455443149
23932,egoistic,0.000000455443149
61291,scarier,0.000000455443149
61318,scattering,0.000000455443149
23769,editting,0.000000455443149
61376,schaech,0.000000455443149
61378,schaeffers,0.000000455443149
61437,schon,0.000000455443149
23636,echoed,0.000000455443149
23617,ec,0.000000455443149
23612,ebooks,0.000000455443149
61469,schtick,0.000000455443149
23584,eautorepair,0.000000455443149
1921,3060,0.000000455443149
1958,30yrs,0.000000455443149
61079,satisified,0.000000455443149
61064,satirize,0.000000455443149
24327,emblazon,0.000000455443149
76577,wellread,0.000000455443149
24264,eludes,0.000000455443149
60950,sanitizes,0.000000455443149
24253,elsewher,0.000000455443149
24238,eloys,0.000000455443149
60989,saran,0.000000455443149
61000,sardonic,0.000000455443149
61005,sarge,0.000000455443149
61032,satanism,0.000000455443149
61039,satchs,0.000000455443149
24173,elimination,0.000000455443149
61040,sate,0.000000455443149
24162,elicits,0.000000455443149
61052,satify,0.000000455443149
1911,302,0.000000455443149
61062,satirist,0.000000455443149
61077,satisfyingly,0.000000455443149
61481,schwartz,0.000000455443149
61499,sciencefiction,0.000000455443149
